State,County,Latitude,Longitude,Date,prediction,probability of event
WY,Albany,41.293265,-105.590699,2022-02-22,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-02-23,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-02-24,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-02-25,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-02-26,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-02-27,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-02-28,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-03-01,0.0,0.31
WY,Albany,41.293265,-105.590699,2022-03-02,0.0,0.3
WY,Albany,41.293265,-105.590699,2022-03-03,0.0,0.35
WY,Albany,41.293265,-105.590699,2022-03-04,0.0,0.29
WY,Albany,41.293265,-105.590699,2022-03-05,0.0,0.34
WY,Albany,41.293265,-105.590699,2022-03-06,0.0,0.28
WY,Albany,41.293265,-105.590699,2022-03-07,0.0,0.38
WY,Albany,41.293265,-105.590699,2022-03-08,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-03-09,0.0,0.32
WY,Albany,41.293265,-105.590699,2022-03-10,0.0,0.38
WY,Albany,41.293265,-105.590699,2022-03-11,0.0,0.38
WY,Albany,41.293265,-105.590699,2022-03-12,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-03-13,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-03-14,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-03-15,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-03-16,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-03-17,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-03-18,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-03-19,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-03-20,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-03-21,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-03-22,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-03-23,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-03-24,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-03-25,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-03-26,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-03-27,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-03-28,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-03-29,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-03-30,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-03-31,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-04-01,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-04-02,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-04-03,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-04-04,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-04-05,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-04-06,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-04-07,1.0,0.58
WY,Albany,41.293265,-105.590699,2022-04-08,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-04-09,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-04-10,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-04-11,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-04-12,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-04-13,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-04-14,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-04-15,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-04-16,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-04-17,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-04-18,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-04-19,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-04-20,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-04-21,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-04-22,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-04-23,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-04-24,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-04-25,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-04-26,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-04-27,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-04-28,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-04-29,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-04-30,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-05-01,1.0,0.66
WY,Albany,41.293265,-105.590699,2022-05-02,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-05-03,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-05-04,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-05-05,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-05-06,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-05-07,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-05-08,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-05-09,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-05-10,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-05-11,1.0,0.58
WY,Albany,41.293265,-105.590699,2022-05-12,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-05-13,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-05-14,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-05-15,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-05-16,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-05-17,1.0,0.56
WY,Albany,41.293265,-105.590699,2022-05-18,1.0,0.56
WY,Albany,41.293265,-105.590699,2022-05-19,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-05-20,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-05-21,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-05-22,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-05-23,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-05-24,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-05-25,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-05-26,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-05-27,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-05-28,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-05-29,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-05-30,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-05-31,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-06-01,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-06-02,0.0,0.27
WY,Albany,41.293265,-105.590699,2022-06-03,0.0,0.32
WY,Albany,41.293265,-105.590699,2022-06-04,0.0,0.32
WY,Albany,41.293265,-105.590699,2022-06-05,0.0,0.31
WY,Albany,41.293265,-105.590699,2022-06-06,0.0,0.28
WY,Albany,41.293265,-105.590699,2022-06-07,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-06-08,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-06-09,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-06-10,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-06-11,1.0,0.58
WY,Albany,41.293265,-105.590699,2022-06-12,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-06-13,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-06-14,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-06-15,1.0,0.59
WY,Albany,41.293265,-105.590699,2022-06-16,1.0,0.61
WY,Albany,41.293265,-105.590699,2022-06-17,1.0,0.58
WY,Albany,41.293265,-105.590699,2022-06-18,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-06-19,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-06-20,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-06-21,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-06-22,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-06-23,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-06-24,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-06-25,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-06-26,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-06-27,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-06-28,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-06-29,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-06-30,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-07-01,0.0,0.35
WY,Albany,41.293265,-105.590699,2022-07-02,0.0,0.25
WY,Albany,41.293265,-105.590699,2022-07-03,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-07-04,0.0,0.33
WY,Albany,41.293265,-105.590699,2022-07-05,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-07-06,0.0,0.39
WY,Albany,41.293265,-105.590699,2022-07-07,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-07-08,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-07-09,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-07-10,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-07-11,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-07-12,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-07-13,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-07-14,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-07-15,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-07-16,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-07-17,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-07-18,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-07-19,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-07-20,0.0,0.39
WY,Albany,41.293265,-105.590699,2022-07-21,0.0,0.4
WY,Albany,41.293265,-105.590699,2022-07-22,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-07-23,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-07-24,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-07-25,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-07-26,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-07-27,0.0,0.41
WY,Albany,41.293265,-105.590699,2022-07-28,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-07-29,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-07-30,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-07-31,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-08-01,0.0,0.27
WY,Albany,41.293265,-105.590699,2022-08-02,0.0,0.24
WY,Albany,41.293265,-105.590699,2022-08-03,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-08-04,0.0,0.41
WY,Albany,41.293265,-105.590699,2022-08-05,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-08-06,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-08-07,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-08-08,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-08-09,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-08-10,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-08-11,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-08-12,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-08-13,0.0,0.39
WY,Albany,41.293265,-105.590699,2022-08-14,0.0,0.41
WY,Albany,41.293265,-105.590699,2022-08-15,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-08-16,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-08-17,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-08-18,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-08-19,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-08-20,0.0,0.38
WY,Albany,41.293265,-105.590699,2022-08-21,0.0,0.39
WY,Albany,41.293265,-105.590699,2022-08-22,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-08-23,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-08-24,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-08-25,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-08-26,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-08-27,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-08-28,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-08-29,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-08-30,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-08-31,1.0,0.56
WY,Albany,41.293265,-105.590699,2022-09-01,0.0,0.38
WY,Albany,41.293265,-105.590699,2022-09-02,0.0,0.3
WY,Albany,41.293265,-105.590699,2022-09-03,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-09-04,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-09-05,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-09-06,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-09-07,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-09-08,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-09-09,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-09-10,1.0,0.56
WY,Albany,41.293265,-105.590699,2022-09-11,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-09-12,0.0,0.41
WY,Albany,41.293265,-105.590699,2022-09-13,0.0,0.36
WY,Albany,41.293265,-105.590699,2022-09-14,0.0,0.41
WY,Albany,41.293265,-105.590699,2022-09-15,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-09-16,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-09-17,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-09-18,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-09-19,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-09-20,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-09-21,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-09-22,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-09-23,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-09-24,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-09-25,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-09-26,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-09-27,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-09-28,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-09-29,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-09-30,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-10-01,0.0,0.36
WY,Albany,41.293265,-105.590699,2022-10-02,0.0,0.33
WY,Albany,41.293265,-105.590699,2022-10-03,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-10-04,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-10-05,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-10-06,0.0,0.4
WY,Albany,41.293265,-105.590699,2022-10-07,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-10-08,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-10-09,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-10-10,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-10-11,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-10-12,0.0,0.39
WY,Albany,41.293265,-105.590699,2022-10-13,0.0,0.41
WY,Albany,41.293265,-105.590699,2022-10-14,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-10-15,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-10-16,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-10-17,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-10-18,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-10-19,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-10-20,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-10-21,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-10-22,0.0,0.44
WY,Albany,41.293265,-105.590699,2022-10-23,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-10-24,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-10-25,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-10-26,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-10-27,1.0,0.56
WY,Albany,41.293265,-105.590699,2022-10-28,1.0,0.58
WY,Albany,41.293265,-105.590699,2022-10-29,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-10-30,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-10-31,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-11-01,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-11-02,0.0,0.38
WY,Albany,41.293265,-105.590699,2022-11-03,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-11-04,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-11-05,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-11-06,0.0,0.4
WY,Albany,41.293265,-105.590699,2022-11-07,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-11-08,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-11-09,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-11-10,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-11-11,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-11-12,0.0,0.41
WY,Albany,41.293265,-105.590699,2022-11-13,0.0,0.43
WY,Albany,41.293265,-105.590699,2022-11-14,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-11-15,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-11-16,1.0,0.6
WY,Albany,41.293265,-105.590699,2022-11-17,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-11-18,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-11-19,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-11-20,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-11-21,0.0,0.42
WY,Albany,41.293265,-105.590699,2022-11-22,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-11-23,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-11-24,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-11-25,1.0,0.56
WY,Albany,41.293265,-105.590699,2022-11-26,1.0,0.55
WY,Albany,41.293265,-105.590699,2022-11-27,1.0,0.53
WY,Albany,41.293265,-105.590699,2022-11-28,1.0,0.54
WY,Albany,41.293265,-105.590699,2022-11-29,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-11-30,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-12-01,0.0,0.39
WY,Albany,41.293265,-105.590699,2022-12-02,0.0,0.35
WY,Albany,41.293265,-105.590699,2022-12-03,0.0,0.4
WY,Albany,41.293265,-105.590699,2022-12-04,0.0,0.47
WY,Albany,41.293265,-105.590699,2022-12-05,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-12-06,0.0,0.4
WY,Albany,41.293265,-105.590699,2022-12-07,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-12-08,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-12-09,1.0,0.57
WY,Albany,41.293265,-105.590699,2022-12-10,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-12-11,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-12-12,0.0,0.36
WY,Albany,41.293265,-105.590699,2022-12-13,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-12-14,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-12-15,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-12-16,1.0,0.52
WY,Albany,41.293265,-105.590699,2022-12-17,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-12-18,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-12-19,0.0,0.45
WY,Albany,41.293265,-105.590699,2022-12-20,0.0,0.38
WY,Albany,41.293265,-105.590699,2022-12-21,0.0,0.37
WY,Albany,41.293265,-105.590699,2022-12-22,0.0,0.39
WY,Albany,41.293265,-105.590699,2022-12-23,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-12-24,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-12-25,0.0,0.48
WY,Albany,41.293265,-105.590699,2022-12-26,0.0,0.5
WY,Albany,41.293265,-105.590699,2022-12-27,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-12-28,0.0,0.49
WY,Albany,41.293265,-105.590699,2022-12-29,0.0,0.46
WY,Albany,41.293265,-105.590699,2022-12-30,1.0,0.51
WY,Albany,41.293265,-105.590699,2022-12-31,0.0,0.46
WY,Albany,41.311375,-105.590884,2022-01-01,0.0,0.06
WY,Albany,41.311375,-105.590884,2022-01-02,0.0,0.13
WY,Albany,41.311375,-105.590884,2022-01-03,0.0,0.08
WY,Albany,41.311375,-105.590884,2022-01-04,0.0,0.07
WY,Albany,41.311375,-105.590884,2022-01-05,0.0,0.08
WY,Albany,41.311375,-105.590884,2022-01-06,0.0,0.13
WY,Albany,41.311375,-105.590884,2022-01-07,0.0,0.28
WY,Albany,41.311375,-105.590884,2022-01-08,0.0,0.19
WY,Albany,41.311375,-105.590884,2022-01-09,0.0,0.19
WY,Albany,41.311375,-105.590884,2022-01-10,0.0,0.3
WY,Albany,41.311375,-105.590884,2022-01-11,0.0,0.21
WY,Albany,41.311375,-105.590884,2022-01-12,0.0,0.17
WY,Albany,41.311375,-105.590884,2022-01-13,0.0,0.17
WY,Albany,41.311375,-105.590884,2022-01-14,0.0,0.16
WY,Albany,41.311375,-105.590884,2022-01-15,0.0,0.18
WY,Albany,41.311375,-105.590884,2022-01-16,0.0,0.27
WY,Albany,41.311375,-105.590884,2022-01-17,0.0,0.2
WY,Albany,41.311375,-105.590884,2022-01-18,0.0,0.21
WY,Albany,41.311375,-105.590884,2022-01-19,0.0,0.2
WY,Albany,41.311375,-105.590884,2022-01-20,0.0,0.16
WY,Albany,41.311375,-105.590884,2022-01-21,0.0,0.13
WY,Albany,41.311375,-105.590884,2022-01-22,0.0,0.14
WY,Albany,41.311375,-105.590884,2022-01-23,0.0,0.14
WY,Albany,41.311375,-105.590884,2022-01-24,0.0,0.17
WY,Albany,41.311375,-105.590884,2022-01-25,0.0,0.19
WY,Albany,41.311375,-105.590884,2022-01-26,0.0,0.16
WY,Albany,41.311375,-105.590884,2022-01-27,0.0,0.15
WY,Albany,41.311375,-105.590884,2022-01-28,0.0,0.15
WY,Albany,41.311375,-105.590884,2022-01-29,0.0,0.15
WY,Albany,41.311375,-105.590884,2022-01-30,0.0,0.15
WY,Albany,41.311375,-105.590884,2022-01-31,0.0,0.15
WY,Albany,41.311375,-105.590884,2022-02-01,0.0,0.09
WY,Albany,41.311375,-105.590884,2022-02-02,0.0,0.08
WY,Albany,41.311375,-105.590884,2022-02-03,0.0,0.12
WY,Albany,41.311375,-105.590884,2022-02-04,0.0,0.1
WY,Albany,41.311375,-105.590884,2022-02-05,0.0,0.08
WY,Albany,41.311375,-105.590884,2022-02-06,0.0,0.08
WY,Albany,41.311375,-105.590884,2022-02-07,0.0,0.17
WY,Albany,41.311375,-105.590884,2022-02-08,0.0,0.14
WY,Albany,41.311375,-105.590884,2022-02-09,0.0,0.2
WY,Albany,41.311375,-105.590884,2022-02-10,0.0,0.36
WY,Albany,41.311375,-105.590884,2022-02-11,0.0,0.31
WY,Albany,41.311375,-105.590884,2022-02-12,0.0,0.18
WY,Albany,41.311375,-105.590884,2022-02-13,0.0,0.17
WY,Albany,41.311375,-105.590884,2022-02-14,0.0,0.16
WY,Albany,41.311375,-105.590884,2022-02-15,0.0,0.17
WY,Albany,41.311375,-105.590884,2022-02-16,0.0,0.17
WY,Albany,41.311375,-105.590884,2022-02-17,0.0,0.17
WY,Albany,41.311375,-105.590884,2022-02-18,0.0,0.19
WY,Albany,41.311375,-105.590884,2022-02-19,0.0,0.24
WY,Albany,41.311375,-105.590884,2022-02-20,0.0,0.15
WY,Albany,41.311375,-105.590884,2022-02-21,0.0,0.12
WY,Albany,41.311375,-105.590884,2022-02-22,0.0,0.14
WY,Albany,41.311375,-105.590884,2022-02-23,0.0,0.13
WY,Albany,41.311375,-105.590884,2022-02-24,0.0,0.14
WY,Albany,41.311375,-105.590884,2022-02-25,0.0,0.15
WY,Albany,41.311375,-105.590884,2022-02-26,0.0,0.16
